Name;Kategorie;Dichte;Bezugseinheit;Energie, Kilojoule;Energie, Kalorien;Fett, total (g);Fettsäuren, gesättigt (g);Fettsäuren, einfach ungesättigt (g);Fettsäuren, mehrfach ungesättigt (g);Cholesterin (mg);Kohlenhydrate, verfügbar (g);Zucker (g);Stärke (g);Nahrungsfasern (g);Protein (g);Salz (NaCl) (g);Alkohol (g);Wasser (g);Vitamin A-Aktivität, RE (µg-RE);Vitamin A-Aktivität, RAE (µg-RE);All-trans Retinol-Äquivalente (µg-RE);Betacarotin-Aktivität (µg-BCE);Betacarotin (µg);Vitamin B1 (Thiamin) (mg);Vitamin B2 (Riboflavin) (mg);Vitamin B6 (Pyridoxin) (mg);Vitamin B12 (Cobalamin) (µg);Niacin (mg);Folat (µg);Pantothensäure (mg);Vitamin C (Ascorbinsäure) (mg);Vitamin D (Calciferol) (µg);Vitamin E-Aktivität (mg-ATE);Kalium (K) (mg);Natrium (Na) (mg);Chlorid (Cl) (mg);Calcium (Ca) (mg);Magnesium (Mg) (mg);Phosphor (P) (mg);Eisen (Fe) (mg);Jod (I) (µg);Zink (Zn)  (mg);Selen (Se) (µg)
Gulaschsuppe, ;Gerichte/Eintöpfe und Suppen;1,1;pro 100g ;281;67;2,4;1;1;0,2;7;6,3;1,4;4,1;0,4;4,8;0,6;0;85,3;30;15;0;177;177;0,02;0,06;0,08;0,2;1,13;3;0,14;1,9;0;0,13;220;230;350;10;13;35;0,5;0,5;0,6;-
Gummibonbon mit Fruchtessenz, ;Süssigkeiten/Bonbons, Frucht- und Kaugummi;;pro 100g ;1450;341;0;0;0;0;0;78,6;74,7;3,9;0;6,6;0,2;0;12,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;62;160;9;2;4;0,2;0;1,4;-
Gurke, in Essig eingelegt, Essiggurke,Cornichon;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;59;14;0,1;0;0;0;0;2,1;1,9;0,2;1;0,7;1,8;0;93;15;8;0;90;80;0,02;0,02;0,02;0;0,2;7;0;5;0;0,1;100;700;0;14;11;20;1;0;0,3;-
Gurke, roh, Salatgurke;Gemüse/Gemüse frisch;;pro 100g ;57;14;0,1;0;0;0;0;2;1,9;0,1;0,8;0,7;0;0;96;49;25;0;295;222;0,02;0,02;0,03;0;0,2;13;0,22;8,6;0;0,09;140;0,9;37;15;10;18;0,2;2,9;0,1;-
Hackbraten, im Ofen gebacken, ;Gerichte/Sonstige salzige/rezente Gerichte;;pro 100g ;824;197;10,5;3,1;5,5;1,1;76;8,2;0,9;7,2;0,6;17,1;2,2;0;63,7;21;17;14;41;35;0,13;0,11;0,13;0,81;2,23;9,6;0,39;1,6;0,3;0,65;170;890;1620;14;15;120;1,3;4,8;2,7;-
Hackplätzli (Rind), gebraten in Rapsöl HOLL, ;Fleisch und Innereien/Rind;;pro 100g ;855;204;10,6;3,2;5,6;1;98;6,5;1,6;4,9;0,7;20,3;0,7;0;62;37;30;22;91;84;0,07;0,13;0,26;1,41;2,67;14,4;0,45;2,5;0,5;0,98;270;290;410;23;17;160;2,2;6,7;3,9;-
Haferbrei, zubereitet (mit teilentrahmter Milch, ohne Zugabe von Zucker), ;Süssigkeiten/Cremen und Pudding,Gerichte/Müesli und Brei;;pro 100g ;558;132;3,6;2,1;0,8;0,3;14;18,5;5,7;12,7;0,6;6,2;0,2;0;71,2;42;40;39;18;18;0,03;0,22;0,03;0,17;0,46;11,1;0,43;0,4;0,1;0,12;210;85;190;150;17;130;0,2;13;0,8;-
Haferbrei, zubereitet (mit Vollmilch, ohne Zugabe von Zucker), ;Süssigkeiten/Cremen und Pudding,Gerichte/Müesli und Brei;;pro 100g ;633;151;6,3;3,2;1,7;0,8;19;16,3;5,7;10,5;1,9;6,3;0,2;0;69,2;57;55;53;22;23;0,07;0,27;0,04;0,18;0,26;9,8;0,48;0,9;0,1;0,29;250;89;180;150;33;180;0,7;12;1;-
Haferflocken, ;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime;;pro 100g ;1600;381;7,5;1;3;3;0;59,5;1;58;10,5;13,5;0,1;0;8,7;0;0;0;1;1;0,42;0,13;0,1;0;0,8;47,2;0,69;0;0;0,75;400;20;61;53;120;410;3,8;0,5;3;-
Haferkleie, ;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime;;pro 100g ;1710;406;7;1,3;2,4;2,8;0;59,5;0,8;58,2;15,4;18,5;0;0;6,6;0;0;0;0;0;0,85;0,22;0,36;0;0,93;52;1,25;0;0;1,7;570;4;61;58;240;730;5,4;0,8;3,1;-
Halbentrahmte Milch 1.5% Fett, UHT, ;Milch und Milchprodukte/Milch;1;pro 100 ml;192;46;1,5;0,9;0,4;0;5;4,8;4,8;0;0;3,2;0,1;0;89,7;14;14;13;8;8;0,04;0,2;0,05;0,25;0,09;9,5;0,32;1,7;0;0,09;170;43;100;120;12;89;0;10;0,4;-
Halbfettbutter, ;Fette und Öle/Fette,Milch und Milchprodukte/Rahm und Butter;0,9;pro 100g ;1610;391;39,8;24,1;12;1,5;140;3,5;3,5;0;0;4,8;0,3;0;51,9;360;340;320;240;240;0,03;0,01;0,02;0,5;0,97;10;0,35;0;1,4;1;160;120;120;120;14;90;0;3,5;0,4;-
Halbrahm, pasteurisiert, ;Fette und Öle/Rahm,Milch und Milchprodukte/Rahm und Butter;1;pro 100g ;1130;274;27,9;16,7;6,6;1,3;82;3,3;3,3;0;0;2,3;0,1;0;65,8;290;281;272;110;110;0,02;0,15;0,03;0,26;0,07;6,8;0,45;0,9;0,4;0,62;130;35;69;78;7;64;0;12;0,2;-
Halbrahm, UHT, ;Fette und Öle/Rahm,Milch und Milchprodukte/Rahm und Butter;1;pro 100g ;1030;251;25,1;15,1;5,9;1,2;71;3,7;3,7;0;0;2,5;0,1;0;67,8;278;269;260;110;110;0,02;0,13;0,02;0,26;0,07;2,7;0,45;0;0,4;0,69;140;34;69;91;8,6;74;0;12;0,3;-
Halbweissbrot, ;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;1020;240;1,1;0,1;0,1;0,5;0;46,4;0,4;45,6;3,7;9,4;1,7;0;40,2;0;0;0;0;0;0,15;0,07;0,19;0;0,79;21;0,38;0;0;0,28;150;680;1050;16;38;130;1,8;1,1;1,3;-
Hartkaramellen, Hartbonbons, ;Süssigkeiten/Bonbons, Frucht- und Kaugummi;;pro 100g ;1630;385;0,3;0,2;0,1;0;0;95;95;0;0;0,5;0,1;0;4,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;25;73;4;3;12;0,1;0;0;-
Hart- und Halbhartkäse, vollfett (Durchschnitt), ;Milch und Milchprodukte/Hartkäse;;pro 100g ;1650;397;32,1;19,5;7,6;1,5;92;0;0;0;0;26,6;1,2;0;40,7;335;320;305;177;176;0,02;0,34;0,12;1,5;0,18;12,6;0,39;0;0,6;0,47;86;460;710;910;32;590;0,3;16;4,3;-
Hartweizengriess, trocken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte;;pro 100g ;1500;353;1,4;0,2;0,1;0,5;0;71,4;1;70,4;3,4;12;0;0;12,1;2;1;0;9;9;0,07;0,06;0,08;0;2,16;57;0,35;0;0;0,1;150;1,2;87;17;27;100;0,9;5,1;2,2;-
Hase (Durchschnitt), roh, ;Fleisch und Innereien/Sonstige Tierarten;;pro 100g ;485;115;3;1;0,5;0,8;65;0;0;0;0;22;0,1;0;74;0;0;0;0;0;0,09;0,06;0,3;1;8,07;5;0,8;0;0;0,1;280;44;40;14;24;210;2,8;0,6;2,2;-
Haselnuss, ;Nüsse, Samen und Ölfrüchte;;pro 100g ;2680;648;59,5;4,2;46,6;6,5;0;6,9;4,3;1,4;9,7;16,4;0;0;4;0;0;0;0;0;0,27;0,05;0,5;0;1,32;41;1,19;2;0;27,2;720;0,9;11;160;160;320;3,6;6,5;2,9;-
Haselnusskekse, Haselnussguetzli;Süssigkeiten/Guetzli;;pro 100g ;1970;473;27,7;8;16;2,3;32;47,4;23,3;24;3,5;6,7;0,1;0;13,5;100;94;89;64;64;0,09;0,07;0,11;0;0,57;11;0,3;0,6;0;7,27;220;52;30;80;49;160;1,6;2;0,9;-
Haselnussmakrone, ;Süssigkeiten/Guetzli;;pro 100g ;2230;536;37;2,6;29;4;0;35,5;33,8;0,9;6;12,2;0,2;0;10,9;0;0;0;0;0;0,17;0,1;0,31;0,02;0,84;26,6;0,77;1,2;0;16,92;480;80;110;100;100;200;2,3;5,3;1,8;-
Haselnuss-Schokolade-Brotaufstrich, ;Süssigkeiten/Konfitüren und süsse Brotaufstriche;1,3;pro 100g ;2280;546;32,7;12;15,6;3,6;0;55,5;54,7;0,6;2,9;6;0,1;0;3,4;1;1;0;4;4;0,07;0,2;0,09;0,18;0,39;8,9;0,49;0,4;0;5,75;320;46;84;130;50;160;1,2;3,8;1;-
Haselnussstängeli, ;Süssigkeiten/Guetzli;;pro 100g ;2350;563;36,7;12,6;17,7;3,2;144;46,1;23;22,5;3,7;10,4;0,1;0;4,2;228;220;213;87;73;0,14;0,08;0,2;0,35;0,61;20,3;0,76;0,5;0,8;7,9;270;55;99;62;55;180;1,9;6,1;1,5;-
Hecht, roh, ;Fisch/Süsswasserfische;;pro 100g ;344;81;0,9;0,2;0,2;0,2;63;0;0;0;0;18,4;0,2;0;79,6;6;6;6;0;0;0,09;0,06;0,15;2;1,6;6;0,24;3,8;2;0,91;320;75;0;32;28;230;0,5;8;0,8;24
Hefeteig (mit Butter), süss, ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;1310;311;11,1;6,1;2,7;1;67;43,2;6,4;36,4;1,9;8,6;0,9;0;35,8;113;109;105;44;43;0,15;0,14;0,12;0,15;0,79;37,9;0,6;0,2;0,4;0,4;160;380;590;34;22;110;1,1;5,2;0,9;-
Hefeteig (mit pflanzlichem Fett), süss, ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;1280;304;11,5;3,4;4,9;2,2;46;40;1,1;38,5;2,1;9,1;1;0;38,1;119;115;112;45;44;0,16;0,15;0,13;0,17;0,86;40,3;0,64;0,2;0,8;2,46;170;400;630;35;23;120;1,1;5,7;0,9;-
Heidelbeere, roh, ;Früchte/Früchte frisch;;pro 100g ;245;58;0,5;0;0;0;0;11,3;11,3;0;3;0,6;0;0;83;5;3;0;33;27;0,03;0,03;0,05;0;0,4;6;0,1;20;0;1,9;68;2;5;9;4;11;0,5;1;0,1;-
Heilbutt, roh, ;Fisch/Meeresfische;;pro 100g ;495;118;3,9;0,5;0,9;1,2;60;0;0;0;0;20,6;0,2;0;74,5;42;42;42;0;0;0,04;0,05;0,42;0,96;4;12;0,28;0;9;0,7;400;64;210;15;23;220;0,5;1;0,5;-
Himbeere, roh, ;Früchte/Früchte frisch;;pro 100g ;215;52;0,6;0;0,1;0,3;0;7;7;0;6,7;1,2;0;0;84;5;3;0;30;11;0,02;0,05;0,06;0;0,51;27,2;0,25;25,3;0;0,2;220;3;22;22;20;29;0,7;3;0,5;-
Hinterschinken, ;Fleisch- und Wurstwaren/Kochwurstware;;pro 100g ;440;104;2,3;0,9;1,1;0,2;42;0,7;0,7;0;0;20,2;2,4;0;73,6;4;4;4;0;0;0,6;0,17;0,39;0;6,1;2;0,7;60,8;0;0,19;450;940;1230;17;24;330;0,6;3,6;1,9;8
Hirsch (Durchschnitt), roh, ;Fleisch und Innereien/Wild;;pro 100g ;474;112;3,3;1,5;1,4;0,2;50;0;0;0;0;20,6;0,2;0;74,9;0;0;0;0;0;0,25;0,25;0,3;1;0;5;0,8;0;0;0,13;310;62;40;10;21;200;2,3;0,6;3,2;-
Hirsch, Entrecôte, roh, ;Fleisch und Innereien/Wild;;pro 100g ;470;111;2,1;1,2;0,9;0,5;59;0;0;-;0;23,1;0,1;0;71,5;0;0;0;0;0;0,26;0,6;0,99;6,3;-;6;0,69;0;0,4;0,2;320;53;40;3,2;23;200;3;7,8;2,9;-
Hirseflocken, Vollkorn, ;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime;;pro 100g ;1520;360;3,9;0,9;0,8;1,7;0;68,8;1,6;66,4;3,9;10,6;0;0;10,5;0;0;0;0;0;0,33;0,11;0,41;0;1,8;20;0,71;0;0;0,1;170;3;15;10;120;280;6,9;2,5;2,9;-
Hirse, Korn geschält, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte;;pro 100g ;1520;360;3,9;1;0,9;1,9;0;68,8;1,5;60;3,8;10,6;0;0;12,1;0;0;0;0;0;0,34;0,11;0,32;0;1,8;20;0,38;0;0;0,41;170;3;15;9,5;120;280;6,9;2,5;2,9;-
Hirsotto, gekocht, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte;;pro 100g ;617;146;3,1;0,6;1,6;0,8;0;24,9;1,5;20,9;1,6;3,9;0,9;0;66,8;0;0;0;2;2;0,06;0,02;0,07;0;0,5;5,4;0,11;0,4;0;0,56;40;350;530;11;44;95;2,3;1,3;1;-
Hollandaisesauce, ;Verschiedenes/Saucen;;pro 100g ;876;212;18;9;5,3;0,7;60;9,3;6,2;3,1;0,1;3;1;0;66,2;230;184;138;550;550;0,03;0,06;0;0,3;0;18;0,5;6;0,5;8,08;45;400;400;41;6;30;0,7;4,5;0,7;-
Holunderbeere, schwarz, roh, ;Früchte/Früchte frisch;;pro 100g ;219;52;0,5;0;0;0,3;0;7,4;7,4;0;4;2,5;0;0;84;54;27;0;325;-;0,07;0,07;0,25;0;1,6;17;0,16;18;0;1;300;1;7;37;30;57;1,6;3;0,2;-
Honig (Blütenhonig), ;Süssigkeiten/Konfitüren und süsse Brotaufstriche;1,4;pro 100g ;1300;306;0;0;0;0;0;76;76;0;0;0,4;0;0;20;0;0;0;0;0;0;0,05;0,3;0;0,2;5,3;0,1;1,7;0;0;47;7;18;5;3;17;0,5;0,5;0,4;-
Honigmelone, roh, Zuckermelone;Früchte/Früchte frisch;;pro 100g ;159;38;0,1;0;0;0;0;8;8;0;0,9;0,7;0;0;90;241;120;0;1445;1445;0,03;0,02;0,06;0;0,7;20,8;0,14;37,7;0;0,1;300;18;8;14;14;17;0,2;1;0,1;-
Hot Dog in Weissbrot mit Ketchup und Senf, ;Gerichte/Sonstige salzige/rezente Gerichte;;pro 100g ;920;219;6,7;2,3;3;0,9;14;29,6;2,5;26,7;1,8;9,1;2;0;53,2;5;4;2;20;20;0,12;0,06;0,07;0,15;1,25;8,7;0,25;4,7;0,3;0,3;170;800;1250;17;21;110;0,8;2,3;0,9;-
Hühnerei, ganz, festgekocht, ;Eier;;pro 100g ;654;157;11,4;2,9;4,3;2;508;0,3;0,3;0;0;13,2;0,4;0;75;166;165;164;14;4;0,09;0,27;0,09;1,22;0,04;59,6;2,01;0;3,1;0,38;130;150;190;56;9,1;220;1,9;34;1,6;22
Hühnerei, ganz, roh, ;Eier;;pro 100g ;589;142;10,3;2,6;3,8;1,8;457;0,3;0,3;0;0;11,9;0,4;0;76,2;150;149;148;13;4;0,1;0,31;0,1;1,37;0,05;67;2,26;0;2,9;0,34;120;140;180;53;8,6;210;1,8;32;1,5;21
Hühnereigelb, roh (Eidotter), ;Eier;;pro 100g ;1450;350;31,5;9,4;12,3;4,1;1100;0,2;0,2;0;0;16,5;0,1;0;49,9;621;610;600;124;124;0,22;0,5;0,35;4,7;0,04;140;4,4;0;4,5;3,6;97;50;180;140;15;520;5,5;12;3,8;-
Hühnereiweiss, roh (Eiklar), ;Eier;;pro 100g ;187;44;0,1;0;0;0;0;0,3;0,3;0;0;10,5;0,4;0;88;0;0;0;0;0;0;0,44;0,01;0,1;0,1;12;0,2;0;0;0;140;160;170;6;10;15;0,1;6,8;0;-
Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz), ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte;;pro 100g ;550;131;1,9;0,3;0,4;1;0;15,4;1,7;13,3;6,5;9,8;0;0;66,7;8;4;0;47;47;0,16;0,06;0,1;0;0,66;46,8;0,24;2,2;0;0,25;350;1,8;24;36;44;150;2;0,7;1,1;-
Hülsenfrüchte (Durchschnitt), getrocknet, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte;;pro 100g ;1410;335;4,9;0,7;1;2,7;0;39,3;4,4;34,1;16,5;25,1;0;0;14,7;20;10;0;120;119;0,65;0,2;0,37;0;2,58;239,7;1,14;9,5;0;0,71;1200;4;60;96;130;420;6;1,8;3,2;-
Hüttenkäse, nature, Cottage cheese;Milch und Milchprodukte/Frischkäse und Quark;;pro 100g ;418;100;4,5;2,7;1;0,2;14;2,4;2,2;0;0;12,4;0,8;0;78,6;50;47;45;30;30;0,01;0,23;0,02;0,52;0,1;15;0,36;0;0,1;0,11;72;320;570;69;6,2;150;0;20;0,4;-
Instant-Kartoffelstock, zubereitet (mit Wasser und Butter), ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln;;pro 100g ;337;80;2,8;1,6;0,6;0,2;8;11,5;1,8;9,7;0,8;2;0,6;0;83;19;19;18;8;8;0,02;0,07;0,12;0,05;0,79;4,6;0,21;3,1;0,1;0,09;220;220;410;46;13;67;0,4;1,2;0,2;-
Jägersauce, ;Verschiedenes/Saucen;;pro 100g ;245;58;1,8;0,5;0,7;0,2;0;8;2,5;5,5;0,5;2,2;1,5;0;85,8;43;23;2;247;247;0,01;0,06;0,01;0;0,5;4;0,16;1,4;0,4;0,08;120;620;560;17;8;47;0,7;4;0,7;-
Joghurt Bifidus, nature, ;Milch und Milchprodukte/Joghurt und Sauermilch;;pro 100g ;276;66;3,6;2,2;0,9;0,2;11;4,5;4,5;0;0;4;0,1;0;85,5;40;38;37;16;15;0,02;0,13;0,04;0,5;0,09;5;0,33;0;0,2;0,11;180;45;120;150;12;110;0;7,5;0,5;-
Joghurt, Erdbeer, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;424;101;2,7;1,6;0,6;0,1;8;15,2;14,3;0,1;0,9;3,4;0,1;0;76,8;29;27;26;18;18;0,01;0,15;0,04;0,27;0,15;13,6;0,25;12,3;0,1;0,1;150;42;99;110;11;97;0,1;5,5;0,4;-
Joghurt gezuckert (Durchschnitt), ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;443;105;3,4;2;0,9;0,2;10;14,7;13,8;0,1;0,4;3,7;0,1;0;77,7;30;28;27;17;15;0,01;0,15;0,08;0,3;0,1;10,9;0,29;2,1;0,1;0,27;170;43;100;120;15;100;0,1;6,1;0,5;-
Joghurt, Haselnuss, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;497;119;4,6;2,5;1,6;0,4;11;15;14;0,1;0,9;3,8;0,1;0;74,7;32;29;27;30;-;0,01;0,13;0,07;0,4;0,09;9;0,31;0;0,1;0,78;150;46;99;110;16;100;0,1;6,5;0,5;-
Joghurt mit Aroma, mager, mit Süssstoffen, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;198;47;0,1;0,1;0;0;0;7;7;0;0;4,4;0,1;0;86,6;0;0;0;1;1;0,04;0,17;0,07;0,4;0,1;2;0,5;0;0;0,03;210;45;93;100;11;120;0,1;6;0,4;-
Joghurt mit Früchten, mager, mit Süssstoffen, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;206;49;0,1;0,1;0;0;0;7;7;0,1;0,9;4,5;0,1;0;86,6;21;21;20;8;8;0,04;0,17;0,07;0,4;0,1;2;0,5;4;0;0,03;210;45;93;110;11;120;0,1;6;0,4;-
Joghurt, Mokka, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;417;99;3,1;1,9;0,7;0,1;9;14,1;13,2;0;0;3,7;0,1;0;77,4;28;27;26;14;14;0,01;0,22;0,12;0,15;0,11;10,3;0,26;0;0,1;0,09;170;42;110;130;13;100;0,1;6;0,4;-
Joghurt, Mokka, Bio, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;401;95;3,3;-;-;-;-;13,1;12,4;0;0;3,4;0,1;0;78,2;34;33;32;14;14;0,01;0,16;0,18;0,3;0,1;10,3;0,29;0;0,1;0,12;200;42;110;120;18;100;0,2;6;0,5;-
Joghurt, nature, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;277;66;3,6;2,2;0,9;0,2;11;4,5;4,5;0;0;3,9;0,1;0;85,6;39;37;36;18;18;0,02;0,18;0,04;0,3;0,09;5;0,33;2;0,1;0,1;170;49;120;140;12;110;0;16;0,4;-
Joghurt, nature, mager, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;178;42;0,1;0,1;0;0;0;5,5;5,5;0;0;4,7;0,2;0;88,2;1;1;1;2;2;0,05;0,26;0,06;0,44;0,13;13;0,4;0;0,1;0;210;60;130;160;15;130;0,1;9,5;0,5;-
Joghurt-Salatsauce (ohne Öl), ;Fette und Öle/Salatsaucen;1,1;pro 100 ml;280;67;3,3;2;0,8;0,2;10;5,7;5,7;0;0,1;3,6;0,6;0;87,3;35;34;32;18;16;0,03;0,16;0,04;0,27;0,1;6,4;0,33;6,7;0,1;0,1;170;220;370;130;15;100;0;15;0,4;-
Joghurt, Schokolade, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;505;120;3,9;2,4;0,9;0,2;11;16,9;15,5;0,5;0,8;3,9;0,1;0;73,5;31;30;29;14;14;0,01;0,12;0,06;0,3;0,09;9;0,3;0;0,1;0,43;200;44;110;130;18;110;0,3;6;0,5;-
Joghurt, Vanille, ;Milch und Milchprodukte/Joghurt und Sauermilch;1,1;pro 100g ;413;98;3;1,8;0,7;0,1;9;14;13,1;0;0;3,7;0,1;0;77,6;24;23;22;14;14;0,02;0,14;0,03;0,4;0,09;13;0,34;0;0,1;0,08;130;45;110;130;11;100;0;6,5;0,5;-
Johannisbeere, rot, roh, ;Früchte/Früchte frisch;;pro 100g ;188;45;0,5;0;0;0;0;5;5;0;8,2;1,1;0;0;82,8;2;1;0;14;9;0,04;0,06;0,05;0;0,1;11;0,1;40;0;0,1;280;3;14;36;13;30;1,2;1;0,2;-
Johannisbeere, schwarz, roh, ;Früchte/Früchte frisch;;pro 100g ;242;58;0,3;0;0;0;0;9;9;0;7;1,3;0;0;78,2;3;2;0;19;14;0,02;0,06;0,08;0;0,3;40;0,4;200;0;1;370;3;15;60;17;34;1,3;1;0,3;-
Johannisbeerkuchen, gebacken (mit Blätterteig), Johannisbeerwähe;Süssigkeiten/Kuchen, Torten und Cake,Gerichte/Kuchen und Gratins;;pro 100g ;563;135;7,1;3,8;1,6;0,4;39;12,1;5,1;6,9;5,8;2,8;0,2;0;72,3;73;70;67;37;31;0,04;0,07;0,05;0,08;0,15;7;0,21;21,3;0,2;0,25;210;93;150;39;14;52;1;3,2;0,4;-
Johannisbeerkuchen, gebacken (mit Kuchenteig), ;Süssigkeiten/Kuchen, Torten und Cake,Gerichte/Kuchen und Gratins;;pro 100g ;575;138;6,2;3,3;1,4;0,4;37;14,3;5,1;9;5,9;3,2;0,2;0;70,6;64;61;58;33;27;0,05;0,08;0,06;0,08;0,17;7,3;0,22;21,3;0,2;0,24;210;90;150;39;14;55;1,1;3,2;0,4;-
Johannisbeerkuchen, gebacken (mit süssem Mürbeteig), ;Süssigkeiten/Kuchen, Torten und Cake,Gerichte/Kuchen und Gratins;;pro 100g ;831;200;11,4;6,4;2,6;0,7;47;18,5;7,7;10,7;5,3;3,2;0,2;0;61,8;121;116;112;54;48;0,05;0,07;0,06;0,07;0,18;9,1;0,22;23,3;0,3;0,34;210;89;150;34;14;54;1;2,7;0,4;-
Kaffee löslich, Pulver, Instant-Kaffee;Alkoholfreie Getränke/Kaffee;;pro 100g ;1070;253;0;0;0;0;0;42,6;3,6;7,1;19,1;11,2;0,1;0;3,5;0;0;0;0;0;0,01;0,11;0,03;0;22;1;0,4;0;0;0;4380;58;50;170;390;350;4,4;20;0,5;-
Kaffeerahm, ;Fette und Öle/Rahm,Milch und Milchprodukte/Rahm und Butter;1;pro 100g ;664;161;15;9;3,5;0,7;50;3,8;3,8;0;0;2,6;0,2;0;77,5;151;145;138;80;80;0,02;0,14;0,02;0,5;0,1;2,7;0,4;1;0,3;0,34;140;77;70;96;8,2;91;0;11;0,3;-
Kaffee, schwarz, ungezuckert, ;Alkoholfreie Getränke/Kaffee;1;pro 100 ml;6;2;0;0;0;0;0;0,3;0;0;0,1;0,1;0;0;99,6;0;0;0;0;0;0;0;0;0;0,13;0;0;0;0;0;26;1,3;1,3;8;3,3;2,1;0;0,1;0;-
Kakaobutter, ;Fette und Öle/Fette;0,9;pro 100g ;3700;900;100;61,1;31,4;2,3;3;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1;0;0;0;0;0;0;0;0;-
Kakaopulver, ;Süssigkeiten/Schokolade und Kakaoerzeugnisse,Alkoholfreie Getränke/Kakaogetränke;;pro 100g ;1740;419;24,5;14,4;8,2;0,8;0;10,8;2,2;8,6;32,7;22,5;0;0;5,1;7;3;0;40;40;0,13;0,4;0,14;0;2,7;38;1,1;0;0;0,68;1920;17;32;110;410;660;13;2,8;5,7;-
Kaki, roh, ;Früchte/Früchte frisch;;pro 100g ;299;71;0,2;0;0;0;0;15,3;15,3;0;2,5;0,7;0;0;80,7;69;34;0;413;129;0,03;0,06;0,1;0;0,3;11;0,2;7;0;0,8;170;2;18;21;9;20;0,4;1;0,1;-
Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz), ;Fleisch und Innereien/Kalb;;pro 100g ;1210;291;20,7;8,8;9,7;1,6;104;0;0;-;0;26,1;0,1;0;53,1;8;8;7;7;5;0,05;0,22;0,18;1,37;-;6,5;1,29;0;5,4;0,31;220;41;96;6,1;15;160;0,9;2,7;3,7;-
Kalb, Brust, roh, ;Fleisch und Innereien/Kalb;;pro 100g ;848;204;14,5;6,2;6,8;1,1;73;0;0;-;0;18,3;0,2;0;63,9;6;5;5;5;5;0,08;0,19;0,32;1,6;-;7;1,5;0;5;0,29;310;64;67;5,3;18;170;0,6;1,9;2,6;-
Kalb, Eckstück, roh, Plätzli;Fleisch und Innereien/Kalb;;pro 100g ;434;103;1,6;0,5;0,5;0,2;65;0;0;0;0;22,2;0,2;0;75,3;6;5;5;5;5;0,08;0,28;0,47;1,1;9,56;14;1,09;0;0;0,26;370;64;69;5;27;220;2,3;0,1;2,3;-
Kalb, Filet, roh, ;Fleisch und Innereien/Kalb;;pro 100g ;502;119;3,8;1,3;1,3;0,4;78;0;0;0;0;21,2;0,2;0;73,7;6;5;5;5;5;0,07;0,26;0,56;1,2;9,08;14;1,39;0;0;0,3;320;91;69;17;25;210;1,4;0,1;2,5;-
Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh, ;Fleisch und Innereien/Kalb;;pro 100g ;536;128;4,8;1,9;2;0,5;71;0;0;0;0;21,1;0,2;0;74,1;6;5;5;5;5;0,08;0,23;0,45;1,47;8,27;10,1;1,4;0;2,5;0,35;340;66;68;9,7;22;200;1,1;1,3;2,6;-
Kalb, Gehacktes, roh, Hackfleisch;Fleisch und Innereien/Kalb;;pro 100g ;437;104;2,4;1,2;1,3;0,4;72;0;0;-;0;20,5;0,1;0;75,3;6;5;5;5;5;0,08;0,19;0,51;1,6;-;7;1,5;0;5;0,5;330;57;68;4,9;20;190;0,8;1,9;3,3;-
